Radiated RFIEC 61000-4-3,3 V/m80 MHz to 2.5 GHz,3 V/m80 MHz to 2.5 GHz,"Recommended Separation Distance $d { = } \left[ \frac { 3 , 5 } { E _ { 1 } } \right] \sqrt { p }$ 80 MHz to 800 MHz $scriptstyle { d = \left[ { \frac { 7 } { E _ { 1 } } } \right] { \sqrt { p } } }$ 80 MHz to 2.5 GHzWhere P is the maximum output power rating of thetransmitter in watts (W) per the transmitter manufacturerand d is the recommended separation distance in meters(m).Field strengths from fixed RF transmitters,as determinedby an electromagnetic site survey, A should be less thanthe compliance level in each frequency range.BInterferencemayoccurnearequipment marked withfollowing symbol:"
"NOTE 1: At 80 MHz and 800 MHz, the higher frequency range applies.NOTE2:These guidelines maynotapply inallsituations.Electromagnetic propagationisafected byabsorptionandreflectionfrom structures,objects and people.","NOTE 1: At 80 MHz and 800 MHz, the higher frequency range applies.NOTE2:These guidelines maynotapply inallsituations.Electromagnetic propagationisafected byabsorptionandreflectionfrom structures,objects and people.","NOTE 1: At 80 MHz and 800 MHz, the higher frequency range applies.NOTE2:These guidelines maynotapply inallsituations.Electromagnetic propagationisafected byabsorptionandreflectionfrom structures,objects and people.","NOTE 1: At 80 MHz and 800 MHz, the higher frequency range applies.NOTE2:These guidelines maynotapply inallsituations.Electromagnetic propagationisafected byabsorptionandreflectionfrom structures,objects and people."
"Field strengths fromfixed transmiters,suchas base stations forradio(celular/cordless)telephones andland mobileradios,amateurradio,AMandFMradiobroadcastandTVbroadcastcannotbe predictedtheoreticalywithaccuracy.Toassess theelectromagneticenvironmentduetofixedRFtransmiters,anelectromagneticsitesurveyshouldbeconsidered.Ifthemeasuredfield strength in the location in which the M270TF-XX/M320TF-XXX is used exceeds the applicableRFcompliance levelabove,the M270TF-XXX/M320TF-XXXshould beobserved toverify normaloperation.Ifabnormalperformanceisobserved,additional measures may be necessary,such as reorienting or relocating the M270TF-XXX/ M320TF-XXX","Field strengths fromfixed transmiters,suchas base stations forradio(celular/cordless)telephones andland mobileradios,amateurradio,AMandFMradiobroadcastandTVbroadcastcannotbe predictedtheoreticalywithaccuracy.Toassess theelectromagneticenvironmentduetofixedRFtransmiters,anelectromagneticsitesurveyshouldbeconsidered.Ifthemeasuredfield strength in the location in which the M270TF-XX/M320TF-XXX is used exceeds the applicableRFcompliance levelabove,the M270TF-XXX/M320TF-XXXshould beobserved toverify normaloperation.Ifabnormalperformanceisobserved,additional measures may be necessary,such as reorienting or relocating the M270TF-XXX/ M320TF-XXX","Field strengths fromfixed transmiters,suchas base stations forradio(celular/cordless)telephones andland mobileradios,amateurradio,AMandFMradiobroadcastandTVbroadcastcannotbe predictedtheoreticalywithaccuracy.Toassess theelectromagneticenvironmentduetofixedRFtransmiters,anelectromagneticsitesurveyshouldbeconsidered.Ifthemeasuredfield strength in the location in which the M270TF-XX/M320TF-XXX is used exceeds the applicableRFcompliance levelabove,the M270TF-XXX/M320TF-XXXshould beobserved toverify normaloperation.Ifabnormalperformanceisobserved,additional measures may be necessary,such as reorienting or relocating the M270TF-XXX/ M320TF-XXX","Field strengths fromfixed transmiters,suchas base stations forradio(celular/cordless)telephones andland mobileradios,amateurradio,AMandFMradiobroadcastandTVbroadcastcannotbe predictedtheoreticalywithaccuracy.Toassess theelectromagneticenvironmentduetofixedRFtransmiters,anelectromagneticsitesurveyshouldbeconsidered.Ifthemeasuredfield strength in the location in which the M270TF-XX/M320TF-XXX is used exceeds the applicableRFcompliance levelabove,the M270TF-XXX/M320TF-XXXshould beobserved toverify normaloperation.Ifabnormalperformanceisobserved,additional measures may be necessary,such as reorienting or relocating the M270TF-XXX/ M320TF-XXX"
"Recommended separation distances between portable and mobile RF communications equipment and theM270TF-XXX/M320TF-XXXThe M270TF-XXX/M320TF-XXXis intendedforuse inan electromagnetic environment in which radiated RF disturbancesarecontroled.Thecustomeror theuserofthe M270TF-XXX/M320TF-XXXcan helpprevent electromagneticinterferencebymaintaining a minimum distance between portable and mobile RFcommunications equipment (transmiters)and theM270TF-XXX/M320TF-XXX as recommended below,per the maximum output power ofthe communications equipment.","Recommended separation distances between portable and mobile RF communications equipment and theM270TF-XXX/M320TF-XXXThe M270TF-XXX/M320TF-XXXis intendedforuse inan electromagnetic environment in which radiated RF disturbancesarecontroled.Thecustomeror theuserofthe M270TF-XXX/M320TF-XXXcan helpprevent electromagneticinterferencebymaintaining a minimum distance between portable and mobile RFcommunications equipment (transmiters)and theM270TF-XXX/M320TF-XXX as recommended below,per the maximum output power ofthe communications equipment.","Recommended separation distances between portable and mobile RF communications equipment and theM270TF-XXX/M320TF-XXXThe M270TF-XXX/M320TF-XXXis intendedforuse inan electromagnetic environment in which radiated RF disturbancesarecontroled.Thecustomeror theuserofthe M270TF-XXX/M320TF-XXXcan helpprevent electromagneticinterferencebymaintaining a minimum distance between portable and mobile RFcommunications equipment (transmiters)and theM270TF-XXX/M320TF-XXX as recommended below,per the maximum output power ofthe communications equipment.","Recommended separation distances between portable and mobile RF communications equipment and theM270TF-XXX/M320TF-XXXThe M270TF-XXX/M320TF-XXXis intendedforuse inan electromagnetic environment in which radiated RF disturbancesarecontroled.Thecustomeror theuserofthe M270TF-XXX/M320TF-XXXcan helpprevent electromagneticinterferencebymaintaining a minimum distance between portable and mobile RFcommunications equipment (transmiters)and theM270TF-XXX/M320TF-XXX as recommended below,per the maximum output power ofthe communications equipment."
Rated maximum output power [W] oftransmitter,Separation distance per frequency of transmitter [m],Separation distance per frequency of transmitter [m],Separation distance per frequency of transmitter [m]
Rated maximum output power [W] oftransmitter,"150 kHz to 80 MHzd= 1.2 $d { = } \left[ \frac { 3 , 5 } { v _ { 1 } } \right] \sqrt { p }$","80 MHz to 800 MHzd = 1.2 $d { = } \left[ \frac { 3 , 5 } { E _ { 1 } } \right] \sqrt { p }$",800 MHz to 2.5 GHzd= 2.3 $d { = } \left[ { \frac { 7 } { E _ { 1 } } } \right] { \sqrt { p } }$
0.01,0.12,0.12,0.23
0.1,0.38,0.38,0.73
1,1.2,1.2,2.3
10,3.8,3.8,7.3
100,12,12,23
"For transmitters rated amaximum output power notlisted above,the recommended separation distance d in meters(m)can be estimated using the equation applicable tothefrequency ofthe transmiter,where Pis the maximum outputpower rating of the transmitter in watts (W) per the transmitter manufacturer.NOTE1:A At 80 MHz and 8oo MHz, the separation distance for the higher frequency range applies.NOTE2:These guidelines may not apply in al situations. Electromagnetic propagation is affected by absorption andreflection from structures, objects and people.","For transmitters rated amaximum output power notlisted above,the recommended separation distance d in meters(m)can be estimated using the equation applicable tothefrequency ofthe transmiter,where Pis the maximum outputpower rating of the transmitter in watts (W) per the transmitter manufacturer.NOTE1:A At 80 MHz and 8oo MHz, the separation distance for the higher frequency range applies.NOTE2:These guidelines may not apply in al situations. Electromagnetic propagation is affected by absorption andreflection from structures, objects and people.","For transmitters rated amaximum output power notlisted above,the recommended separation distance d in meters(m)can be estimated using the equation applicable tothefrequency ofthe transmiter,where Pis the maximum outputpower rating of the transmitter in watts (W) per the transmitter manufacturer.NOTE1:A At 80 MHz and 8oo MHz, the separation distance for the higher frequency range applies.NOTE2:These guidelines may not apply in al situations. Electromagnetic propagation is affected by absorption andreflection from structures, objects and people.","For transmitters rated amaximum output power notlisted above,the recommended separation distance d in meters(m)can be estimated using the equation applicable tothefrequency ofthe transmiter,where Pis the maximum outputpower rating of the transmitter in watts (W) per the transmitter manufacturer.NOTE1:A At 80 MHz and 8oo MHz, the separation distance for the higher frequency range applies.NOTE2:These guidelines may not apply in al situations. Electromagnetic propagation is affected by absorption andreflection from structures, objects and people."
