Less: Earned Revenues,Less: Earned Revenues,Less: Earned Revenues,Less: Earned Revenues,Less: Earned Revenues,Less: Earned Revenues
"2,011",1,"2,012","3,492",—,"3,492"
Net Program Costs,Net Program Costs,Net Program Costs,Net Program Costs,Net Program Costs,Net Program Costs
"$ 1,158",$ 78,"$ 1,236","(1,113)",$ 62,"(1,051)"
Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations
"$ 1,158",$ 78,"$ 1,236","(1,113)",$ 62,"(1,051)"
Statement of Changes in Net Position for the Year Ended September 30,Statement of Changes in Net Position for the Year Ended September 30,Statement of Changes in Net Position for the Year Ended September 30,Statement of Changes in Net Position for the Year Ended September 30,Statement of Changes in Net Position for the Year Ended September 30,Statement of Changes in Net Position for the Year Ended September 30
Net Position Beginning of Period,Net Position Beginning of Period,Net Position Beginning of Period,Net Position Beginning of Period,Net Position Beginning of Period,Net Position Beginning of Period
"$ 2,570",$ 363,"$ 2,933",$ —,$ 353,$ 353
Budgetary Financing Sources:,Budgetary Financing Sources:,Budgetary Financing Sources:,Budgetary Financing Sources:,Budgetary Financing Sources:,Budgetary Financing Sources:
Appropriations Used,Appropriations Used,Appropriations Used,Appropriations Used,Appropriations Used,Appropriations Used
190,—,190,—,—,—
Donations,Donations,Donations,Donations,Donations,Donations
—,62,62,—,18,18
Transfers in(out) without Reimbursement,Transfers in(out) without Reimbursement,Transfers in(out) without Reimbursement,Transfers in(out) without Reimbursement,Transfers in(out) without Reimbursement,Transfers in(out) without Reimbursement
73,42,115,"1,408",52,"1,460"
Other Financing Sources:,Other Financing Sources:,Other Financing Sources:,Other Financing Sources:,Other Financing Sources:,Other Financing Sources:
Donations,Donations,Donations,Donations,Donations,Donations
—,—,—,—,—,—
Imputed Financing from Costs Absorbed by Others,Imputed Financing from Costs Absorbed by Others,Imputed Financing from Costs Absorbed by Others,Imputed Financing from Costs Absorbed by Others,Imputed Financing from Costs Absorbed by Others,Imputed Financing from Costs Absorbed by Others
52,1,53,49,1,50
Total Financing Sources,Total Financing Sources,Total Financing Sources,Total Financing Sources,Total Financing Sources,Total Financing Sources
$ 315,$ 105,$ 420,"$ 1,457",$ 72,"$ 1,529"
Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations,Net Cost of Operations
"(1,158)",(78),"(1,236)","1,113",(62),"1,051"
Change in Net Position,Change in Net Position,Change in Net Position,Change in Net Position,Change in Net Position,Change in Net Position
(843),27,(816),"2,570",10,"2,580"
Total Cumulative Results of Operations,Total Cumulative Results of Operations,Total Cumulative Results of Operations,Total Cumulative Results of Operations,Total Cumulative Results of Operations,Total Cumulative Results of Operations
"1,727",390,"2,117","2,570",363,"2,933"
Net Position,Net Position,Net Position,Net Position,Net Position,Net Position
"$ 1,810",$ 390,"$ 2,200","$ 2,570",$ 363,"$ 2,933"
