Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,Goal 2: Renew America's Competitive Advantage for Sustained Economic Growth and Job Creation,,,,,
"2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation","2.1: Promote American prosperity by 2.2: Promote healthy, educated and 2.3: Advance U.S. economic securityadvancing bilateral relationships and productive populations in partner countries to by ensuring energy security, combatingleveraging international institutions and drive inclusive and sustainable development, corruption, and promoting market-orientedagreements to open markets, secure open new markets and support U.S. prosperity economic and governance reformscommercial opportunities, and foster and security objectives investment and innovation to contributeto U.S. job creation",,,,,
Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,Goal 3: Promote American Leadership through Balanced Engagement,,,,,
3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.4: Project American values,3.4: Project American values,,,,,
3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,3.1: Transition nations from 3.2: Engage international fora 3.3: Increase partnerships withassistance recipients to enduring to further American values and the private sector and civil society,to further American values and,to further American values and,to further American values and,the private sector and civil society,the private sector and civil society,and leadership by preventing the,and leadership by preventing the
"diplomatic, economic, and","diplomatic, economic, and","diplomatic, economic, and","diplomatic, economic, and",foreign policy goals while seeking,foreign policy goals while seeking,foreign policy goals while seeking,organizations to mobilize support,organizations to mobilize support,spread of disease and providing,spread of disease and providing,,,,,
security partners,security partners,security partners,security partners,more equitable burden sharing,more equitable burden sharing,more equitable burden sharing,and resources and shape foreign,and resources and shape foreign,humanitarian relief,humanitarian relief,,,,,
security partners,security partners,security partners,security partners,,,,public opinion,public opinion,,,,,,,
Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,Goal 4: Ensure Effectiveness and Accountability to the American Taxpayer,,,,,,,
4.1: Strengthen the,4.1: Strengthen the,4.1: Strengthen the,4.1: Strengthen the,4.2: Provide modern and secure,4.2: Provide modern and secure,4.2: Provide modern and secure,"4.3: Enhance workforce performance,","4.3: Enhance workforce performance,",4.4: Strengthen security,4.4: Strengthen security,,,,,
effectiveness and sustainability,effectiveness and sustainability,effectiveness and sustainability,effectiveness and sustainability,infrastructure and operational,infrastructure and operational,infrastructure and operational,"leadership, engagement,and","leadership, engagement,and",and safety of workforceand physical assets,and safety of workforceand physical assets,,,,,
of our diplomacy and,of our diplomacy and,of our diplomacy and,of our diplomacy and,capabilities to support effective,capabilities to support effective,capabilities to support effective,accountability to execute our,accountability to execute our,and safety of workforceand physical assets,and safety of workforceand physical assets,,,,,
development investments,development investments,development investments,development investments,diplomacy and development,diplomacy and development,diplomacy and development,mission effciently and effectively,mission effciently and effectively,,,,,,,
