eorererrr g einrrs,ranernreria,rrrdrrrisrrrsnr,rsseesssrsisesss,irlerisrerer eieiaret,rrrrr grernrreerreserser,eeeeeererrdnnr nnn,rerrnereeotrrcerner,srse rerrgrelrotreasee,Brsseeorgeet,scer re,Trlrrerr gGnE eret,J Tn O GeIe,J DI TIA,eeererireenernntrerrereerrrrsgeitrrerrtrerteat ertsitests
Govt/Jurisdiction,,,,,,,,,,,,,,
Laos,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N
Liberia,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
Macau5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Malaysia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Mexico,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Morocco,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Mozambique,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
Netherlands,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Nicaragua,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
Nigeria,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Pakistan,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y
Panama,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Paraguay,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Peru,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Philippines,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Russia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
St. Kitts and Nevis,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
St. Lucia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
St. Vincent and the Grenadines,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
eoeeeoerr cieinrs,rrrrrrrnnreeia,rorrrvorrnsnisitrrsnr,rnsesesssesses,Yiei rrreierare,rrnrgr grneeeeresrresra,eeeeeereernrnrnn,rrerrrceeeoeoiggcrrnnn,ss renrerirrrrirerotrgietssts,Brssenorseet,rnsteeeree nn,srlrrerr ni Gn neret,S OI II GeS,J DI IeA,eerireesttrTrrgtrstartrpgergegertgeeat' ertsitestet[ara
Govt/Jurisdiction,,,,,,,,,,,,,,
Senegal,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Sint Maarten²,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
Spain,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Suriname,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N
Tajikistan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Tanzania,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Thailand,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Trinidad and Tobago,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Turkey,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Turkmenistan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Ukraine,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
United Arab Emirates,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
United Kingdom,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Uzbekistan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Venezuela,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Vietnam,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
