4.394.404.414.424.434.444.454.464.474.484.49,4.394.404.414.424.434.444.454.464.474.484.49,4.394.404.414.424.434.444.454.464.474.484.49,"to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","to SolarCity's 4.70% Solar Bonds,Series 2015/C44-10. Sixty-Second Supplemental Indenture, dated as of May 8-K(1) 001-35758 4.5 May 26,2015 26, 2015,by and between SolarCity and the Trustee, related to SolarCity's 5.45% Solar Bonds, Series2015/C45-15.","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,,,,,,,,,,,,,
ExhibitNumber,ExhibitNumber,ExhibitNumber,ExhibitNumber,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExhibitNumber,ExhibitNumber,ExhibitNumber,ExhibitNumber,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Incorporated by Reference FiledExhibit Description Form File No. Exhibit Filing Date Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,Herewith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.504.51,4.504.51,4.504.51,4.504.51,"Seventieth Supplemental Indenture, dated as of June 16,",8-K(1),8-K(1),001-35758 4.4,001-35758 4.4,001-35758 4.4,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.504.51,4.504.51,4.504.51,4.504.51,"2015,by and between SolarCity and the Trustee,related",,,001-35758 4.4,001-35758 4.4,001-35758 4.4,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.504.51,4.504.51,4.504.51,4.504.51,"to SolarCity's 4.70% Solar Bonds,Series 2015/C52-10.",,,001-35758 4.4,001-35758 4.4,001-35758 4.4,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.504.51,4.504.51,4.504.51,4.504.51,"Seventy-First Supplemental Indenture, dated as of June",8-K(1),8-K(1),001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.504.51,4.504.51,4.504.51,4.504.51,,,,"16, 2015, by and between SolarCity and the Trustee",,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","related to SolarCity's 5.45% Solar Bonds, Series","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2015/C53-15.,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,,"Seventy-Fourth Supplemental Indenture,dated as of","Seventy-Fourth Supplemental Indenture,dated as of","Seventy-Fourth Supplemental Indenture,dated as of","Seventy-Fourth Supplemental Indenture,dated as of","Seventy-Fourth Supplemental Indenture,dated as of","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"June 22, 2015,by and between SolarCity and the",,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series","Trustee, related to SolarCity's 4.70% Solar Bonds, Series",,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,2015/C56-10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"Seventy-Fifth Supplemental Indenture, dated as of June",8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),8-K(1),"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"22,2015,by and between SolarCity and the Trustee,",,,,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"related to SolarCity's 5.45% Solar Bonds, Series",,,,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,2015/C57-15.,,,,,,,,,,,,,,,,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"Eightieth Supplemental Indenture, dated as of June 29,",8-K(1),,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"2015,by and between SolarCity and the Trustee,related",,,,,,,,,,,,001-35758,001-35758,001-35758,001-35758,"4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"to SolarCity's 4.70% Solar Bonds, Series 2015/C61-10.",,,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"Eighty-First Supplemental Indenture, dated as of June",8-K(1),,001-35758,001-35758,001-35758,"4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.6 June 29,20154.5 July 21,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"29,2015,by and between SolarCity and the Trustee,",,,,,,,,,,,,,,,"4.6 June 29,20154.5 July 21,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"related to SolarCity's 5.45% Solar Bonds,Series",,,,,,,,,,,,,,,"4.6 June 29,20154.5 July 21,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,2015/C62-15.,,,,,,,,,,,,,,,"4.6 June 29,20154.5 July 21,2015","4.4 June 16,20154.5 June 16,20154.4 June 23,20154.5 June 23,20154.5 June 29,20154.6 June 29,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,4.524.534.544.554.564.574.584.594.604.61,"Ninetieth Supplemental Indenture, dated as of July 20,",8-K(1),001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,001-35758,"4.6 June 29,20154.5 July 21,2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
