"Tesla Automobile Sales and Service (Haerbin) Co.,Ltd.","Tesla Automobile Sales and Service (Haerbin) Co.,Ltd.","Tesla Automobile Sales and Service (Haerbin) Co.,Ltd.","Tesla Automobile Sales and Service (Haerbin) Co.,Ltd.","Tesla Automobile Sales and Service (Haerbin) Co.,Ltd.",Service,,,,,,,,,,,,,,,,,,,,China,China,,,,,,,,,,,,,,,,,,,,,,,
"Tesla Automobile Sales and Service (Haikou) Co., Ltd.","Tesla Automobile Sales and Service (Haikou) Co., Ltd.","Tesla Automobile Sales and Service (Haikou) Co., Ltd.","Tesla Automobile Sales and Service (Haikou) Co., Ltd.","Tesla Automobile Sales and Service (Haikou) Co., Ltd.",Service,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,,,,,,,,,,,,,,,,,,,,,,,
Tesla,AutomobileSalesand,AutomobileSalesand,AutomobileSalesand,AutomobileSalesand,Service,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,,,,,,,,,,,,,,,,,,,,,,
Tesla,AutomobileSalesand,AutomobileSalesand,AutomobileSalesand,AutomobileSalesand,Service,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Service,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Service,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,ChinaChinaChinaChina,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Service,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Service,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Service,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,le,Sales,and,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Sales,and,Service,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,,,,,,,,,,,,,,,,,,,,,,,
Tesla,Automobile,Automobile,Salesand,Salesand,Seryice,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,(Tianjin)C)o.L.tdLtd.,China,,,,,,,,,,,,,,,,,,,,,,
TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,Salesand,Salesand,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,Salesand,Salesand,Service,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,Salesand,Salesand,Service,(Xiame,(Xiame,,"n)Co.,1","n)Co.,1",,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,Salesand,Salesand,Service,(Zhengzhou) Co.,(Zhengzhou) Co.,(Zhengzhou) Co.,(Zhengzhou) Co.,(Zhengzhou) Co.,(Zhengzhou) Co.,.Ltd.,.Ltd.,.Ltd.,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,
,,TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,TeslaAutomobile,Salesan,Salesan,Salesan,dService,dService,"：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L","：Mexico,S.deR.L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesla(Beijing)N6,Tesla(Beijing)N6,Tesla(Beijing)N6,wEnergy,wEnergy,R&DCo,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,
Tesla Belgium BV,Tesla Belgium BV,Tesla Belgium BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesla Belgium BV,Tesla Belgium BV,Tesla Belgium BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,
Tesla Canada GP Inc.,Tesla Canada GP Inc.,Tesla Canada GP Inc.,[nc．,[nc．,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,
Tesla Canada LP,Tesla Canada LP,Tesla Canada LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,
"Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.",LC,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.",LC,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.",LC,LC,,,,,,,,,,,,,,,,,,,,,,,Delaware,,,,,,,,,,,,,,,,,,,,
"Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","Tesla Charging, LLCTesla Construction (Shanghai) Co., Ltd.","ai)Co.,1",,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,
Tesla Czech Republic s.r.o.,Tesla Czech Republic s.r.o.,Tesla Czech Republic s.r.o.,Tesla Czech Republic s.r.o.,Tesla Czech Republic s.r.o.,Tesla Czech Republic s.r.o.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
