10.39,"Collaboration_ Agreement, dated April _21， 2017,by and between Amgen Inc. and Novartis Pharma AG (portions of the exhibit have been omited pursuant to a request for confidential treatment). (Filed as an"
10.40,"exhibit to Form 10-Q for the quarter ended June 30,2017on July 26,2017 and incorporated herein by reference.) Amendment No. 1 to the Collaboration Agreement, dated March 20, 2018, by and between Novartis Pharma"
,"AG and Amgen Inc. (portions of_the exhibit have been omited pursuant to a request for confidential treatment). (Filed as an exhibit to Form 10-Q for the quarter ended March 31,2018 on April 25,2018 and incorporated herein by reference.) Amendment No. 2 to the Collaboration Agreement, dated August 19, 2020, by and between Amgen Inc. and"
,"Novartis Pharma AG (portions of the exhibit have been omited because they are both (i) not material and (ii) would be competitively harmful if publicly disclosed.) (Filed asan exhibit_to Form 10-Q for the quarter ended September 30,2020 on October 29,2020 and incorporated herein by reference.) Collaboration Agreement, dated October 31, 2019,by and between Amgen Inc. and BeiGene Switzerland"
,"GmbH,a wholly-owned subsidiary of BeiGene, Ltd. (portions of the exhibit have been omitted because they areboth (i) not material and (i) would becompetitively harmful if publiclydisclosed). (Filedasan exhibit to Form 10-K for the year ended December 31,2019 on February12,2020 and incorporated herein by reference.)"
10.43,"Guarantee,dated as of October 31, 2019, made by and among BeiGene, Ltd. and Amgen Inc. (Filed as an exhibit to Form 10-K for the year ended December 31,2019 onFebruary12,2020 and incorporated herein by reference.)"
10.44,"Share Purchase Agreement, dated October 31,2019,by and between Amgen Inc. and BeiGene,Ltd. (portions of theexhibit have been omitted because they_are both (i) not material and (ii) would be_competitively harmful if publicly disclosed).(Filed as an exhibit to Schedule 13D on January 8,2020 and incorporated herein by reference.)"
10.45,"Amendment No.1 to Share Purchase Agreement, dated December 6,2019,by and among BeiGene, Ltd. and Amgen Inc. (Filed as an exhibit to Schedule 13D on January 8,2020 and incorporated herein by reference.)"
10.46,"Restated Amendment No._2 to Share Purchase Agreement, dated September 24， 2020,by and among BeiGene,Ltd. and Amgen Inc. (Filed as an exhibit to Form 10-Q for the quarter ended September 30, 2020 on October 29,2020 and incorporated herein by reference.)"
10.47,"Collaboration Agreement dated March 30. 2012 by and between Amgen Inc. and AstraZeneca Colaboration Ventures, LLC,a wholly owned subsidiary of AstraZeneca Pharmaceuticals LP (portions of the exhibit have been omited pursuant to a request for confidential treatment). (Filed as an exhibit to Form 10-Q for the quarter ended March 31,2012 on May 8,2012 and incorporated herein by reference.)"
10.48,"Amendment No. 1 to the Collaboration_Agreement, dated October 1, 2014. by and among Amgen Inc., AstraZeneca Collaboration Ventures, LLC and AstraZeneca Pharmaceuticals LP(portions of the exhibit have been omitted pursuant to a request for confidential treatment). (Filed as an exhibit to Form 10-K for the year ended December 31,2014 on February 19,2015 and incorporated herein by reference.)"
10.49,"Amendment Nos. 2 through 6 to the_ March 30, 2012 Collboration Agreement between Amgen Inc. and AstraZeneca Collaboration Ventures, LLC, dated May 2 and 27 and October 2, 2016, January 31, 2018, and May 15,2020, respectively (portions of the exhibit have been omitted because they are both (i) not material and (ii) would be competitively harmful if publicly disclosed.)(Filedas an exhibit to Form 10-Q for the quarter ended June 30,2020 on July 29,2020 and incorporated herein by reference.)"
10.50*,"Amendment No. 7 to the Collaboration Agreement, dated December 18, 2020, by and between Amgen Inc. and AstraZeneca Collaboration Ventures, LLC (portions of the exhibit have been omitted because they are both (i) not material and (ii) would be competitively harmful if publicly disclosed.)"
21*,Subsidiaries of the Company.
23,Consent of the Independent Registered Public Accounting Firm. The consent is set forth on page 94 of this Annual Report on the 10-K.
24,Power of Attorney. The Power of Attorney is set forth on page 95 of this Annual Report on Form 10-K.
31*,Rule 13a-14(a) Certifications.
32**,Section 1350 Certifications.
