"Held current title since: July1,2020,and April1,2019,respectively Ms.Linda D.DuCharme wasVicePresident，Americas，AfricaandAsia,ExxonMobil Gas&Power Marketing Company July1,2015-July31,216.ShewasPresidentofExxonMobilGlobalServicesCompanyAugust1216-March31,19.She","Held current title since: July1,2020,and April1,2019,respectively Ms.Linda D.DuCharme wasVicePresident，Americas，AfricaandAsia,ExxonMobil Gas&Power Marketing Company July1,2015-July31,216.ShewasPresidentofExxonMobilGlobalServicesCompanyAugust1216-March31,19.She"
"becamePresidentofExoMobilUpstreamItegratedolutionsCompanyApril1,2019ndPresidentofExxonMobilUptra BusinessDevelopmentCompayandVicePresidentofExxonMobilCorporationonJuly02positionsshecontinuestooldas of this filing date.","becamePresidentofExoMobilUpstreamItegratedolutionsCompanyApril1,2019ndPresidentofExxonMobilUptra BusinessDevelopmentCompayandVicePresidentofExxonMobilCorporationonJuly02positionsshecontinuestooldas of this filing date."
"Neil W. Duffin President, ExxonMobil Global Projects Company","Neil W. Duffin President, ExxonMobil Global Projects Company"
"Held current title since: April 1, 2019 Age: 64","Held current title since: April 1, 2019 Age: 64"
"Mr.Neil W.DufinwasPresidentofExxonMoblDevelopmentCompanyApril13,2007-December312016.HewasPresidentof ExxonMobilProductionCompanyandVicePresidentofExxonobilCopoationJauary1,7arch31019.Heecae PresidentofExonMobil GlobalProjectsCompanyonApril1,2019,apositionhecontinues toholdasofthisfilingdate.","Mr.Neil W.DufinwasPresidentofExxonMoblDevelopmentCompanyApril13,2007-December312016.HewasPresidentof ExxonMobilProductionCompanyandVicePresidentofExxonobilCopoationJauary1,7arch31019.Heecae PresidentofExonMobil GlobalProjectsCompanyonApril1,2019,apositionhecontinues toholdasofthisfilingdate."
Stephen A. Littleton,Vice President-Investor Relations and Secretary
"Held current title since: Mr.StephenA.LittetonwasAsistant ControllrofExxon MobilCorporationJune1,2015-April302018.He was Vice","March 15,2020"
"President,Dowstream BusinessServicesandDownstreamControllerMay1,2018-March14,2020.Hebecame Viceresident- InvestorRelationsandSecretaryofExxonMobilCorporationonMarch15,22,positions hecontinuestooldasofthisfilngdate.",
Liam M. Mallon,Vice President
Held current title since:,"April 1,2019 Mr.LiamM.MalonwasExecutiveVicePresident,ExxonMobilDevelopmentCompanyFebruary1,014-December31,16.He"
"was PresidentofExxonMobilDevelopmentCompanyJanuary1,2017-March312019.HebecamePresidentof ExonMobil UpstreamOil&GasCompanyandVicePresidentofExxonMobilCorporationonApril1,019,positions hecontinues toholdasof this filing date.",
Karen T. McKee,Vice President
Held current title since:,"April 1,2019"
"Ms.KarenT.cKee wasVicePresident,BasicChemicals,ExxonMobilChemicalCompanyMay1,2014-July31,017.he was Senior Viceresidentasicemicalstegationowthxxoobileicalopayugust17arch019. ShebecamePresidentofExonMobilChemicalCompanyandVicePresidentofExxonMobilCorporationonApril12019 positions she continues to hold as of this filing date.",
Craig S. Morford,Vice President and General Counsel
Held current title since:,"November 1, 2020"
"Mr.CraigS.MorfordwasChiefLegalandComplianceOficerofCardinal HeathInc.priortojoiingExxonMobilCorporationin PresidentandGeneralCounselofExxonMobilCorporationonNvember1,20,positionshecotinuestooldasofthisfiling date.","May2019.HewasDeputyGeneral CounselofExxonMobilCorporationMay1,2019-October31,2020.HebecameVice"
David S.Rosenthal,Vice President and Controller
Held current title since:,"October1,2008 (Vice President) September 1, 2014 (Controller)"
Mr.David S.Rosenthal was VicePresident-InvestorRelationsand Secretaryof Exxon MobilCorporation October12008 continues to hold as of this filing date.,"August 31,2014.HebecameVicePresidentandControlerofExxonMobil Corporationon September1，2014,positionshe"
"James M. Spellings, Jr.",Vice President-Treasurer and General Tax Counsel
Held current title since:,"March 1,2010 (Vice President and General Tax Counsel) April1,2020 (Treasurer)"
"Treasurer of Exxon Mobil Corporation on April1,2020,positions he continues to hold as of this filing date.","Mr.JamesMSpelings,Jr.becameVicePresidentandGeneralTaxCounselofExonMobilCorporationMarch1,2010and"
"Theodore J. Wojnar, Jr.",Vice President-Corporate Strategic Planning
Held current title since:,"August 1, 2017"
"became VicePresident-Corporate StrategicPlanningofExxonMobilCorporationonAugust1,2O17,apositionhecontiues to","Mr.TheodoreJ.Wojnar,JwasPresidentofExxonMobilResearchandEngineeringCompanyApril1,2011July31,27.He"
hold as of this filing date.,
"OfficersaregenerallelectedbytheBoardofDirectorsatits meetingonthdayofeachanualelectionofdirectors,witheachsuch oficerservinguntilasucesorhasbeeneectedandqualified.Theabove-namedoficersarerequiredtofilereportsunderSection16",
