,AF3 Compliance auditprocess,"367-368,332,336-340342-344",,,
,AF8 Number of auditsconducted and percentageof workplaces audited,"159-160,337-340, 512-514",,√Pg.143-145,
OTHER DISCLOSURES: NON-COMPLIANCE FINDINGS,OTHER DISCLOSURES: NON-COMPLIANCE FINDINGS,OTHER DISCLOSURES: NON-COMPLIANCE FINDINGS,OTHER DISCLOSURES: NON-COMPLIANCE FINDINGS,OTHER DISCLOSURES: NON-COMPLIANCE FINDINGS,
,AF9 Incidents of non-compliance with legalrequirements or collectivebargaining agreements onwages,339,,,
,AF10 Incidents of non-compliance with overtimestandards,339,,,
,AF11 Incidents of non-compliance with standards on pregnancy andmaternity rights,339,,,
,AF12 Incidents of the useof child labour,339,,√Pg.143-145,
,AF13 Incidents of non-compliance with standardson gender discrimination,339,,√Pg.143-145,
"GRI Disclosure Page number(s), URL Standard and/or direct answer","GRI Disclosure Page number(s), URL Standard and/or direct answer","GRI Disclosure Page number(s), URL Standard and/or direct answer",Omissions,ExternalAssurance,Global Compact principle
,AF14 Incidents of non- compliance with code ofconduct,339,,√Pg.143-145,
,AF15 Analysis of data fromcode compliance audits,339,,,
OTHER DISCLOSURES: REMEDIATION,OTHER DISCLOSURES: REMEDIATION,OTHER DISCLOSURES: REMEDIATION,OTHER DISCLOSURES: REMEDIATION,OTHER DISCLOSURES: REMEDIATION,OTHER DISCLOSURES: REMEDIATION
,AF16 Remediation practices to address non-compliance findings,"331-333,336-344,339,511-514",,√Pg.143-145,
CLIMATE CHANGE,CLIMATE CHANGE,CLIMATE CHANGE,CLIMATE CHANGE,CLIMATE CHANGE,CLIMATE CHANGE
GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016
,103-1 Explanation of thematerial topic and itsBoundary,"225-227,536-539",,,
,103-2 The managementapproach and itscomponents,"181-187,377-378,382-386,489-506Inditex has a dedicatedEnergy Strategy and isworking to minimise itsimpact on climate changeall along its value chain.To that end we are streamlining our logisticsprocesses,promotingenergy efficiency in ourfacilities and makingprogress on ourcommitment to usingrenewable sources ofenergy.Further information aboutInditex Global Energy Strategy is available at thecorporate web page ofInditex, How we dobusiness section,OurCommitment to theEnvironment - ClimateChange and Energyheading.",,,
,103-3 Evaluation of themanagement approach,"181-187,196,377-378,382-386",,,
GRI 302: ENERGY 2016,GRI 302: ENERGY 2016,GRI 302: ENERGY 2016,GRI 302: ENERGY 2016,GRI 302: ENERGY 2016,GRI 302: ENERGY 2016
,302-1 Energyconsumption within theorganization,"160,379,382,384",,√Pg.143-145,Principles 7and8
,302-2 Energyconsumption outside ofthe organization,"160,379,382,384",,√Pg.143-145,Principle8
"GRI Page number(s), URLDisclosure Standard and/or direct answer","GRI Page number(s), URLDisclosure Standard and/or direct answer","GRI Page number(s), URLDisclosure Standard and/or direct answer",Omissions,ExternalAssurance,Global Compactprinciple
,302-3 Energy intensity,"160,379,382,384",,,Principle 8
,302-4 Reduction ofenergy consumption,"160,379,380,382,384",,√Pg.143-145,Principles 8and 9
,302-5 Reductions inenergy requirements ofproducts and services,"160,379,382-386",,,Principles 8and 9
