,,"freedom of association andcollective bargaining.ThatCode applies to all of theGroup's operations.TheCode of Conduct forManufacturers andSuppliers,which applies toall of the Group's suppliers,also enshrinesthis right.The programmefor supervising compliancewith Inditex's Code ofConduct for Manufacturersand Suppliers assessescompliance with workers'right to freedom ofassociation.","freedom of association andcollective bargaining.ThatCode applies to all of theGroup's operations.TheCode of Conduct forManufacturers andSuppliers,which applies toall of the Group's suppliers,also enshrinesthis right.The programmefor supervising compliancewith Inditex's Code ofConduct for Manufacturersand Suppliers assessescompliance with workers'right to freedom ofassociation.","freedom of association andcollective bargaining.ThatCode applies to all of theGroup's operations.TheCode of Conduct forManufacturers andSuppliers,which applies toall of the Group's suppliers,also enshrinesthis right.The programmefor supervising compliancewith Inditex's Code ofConduct for Manufacturersand Suppliers assessescompliance with workers'right to freedom ofassociation.",,,,,,,
OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,OTHER DISCLOSURES: EMPLOYMENT,,
,AF22 Policy and practices regarding the use ofemployees with non-permanent and non-fultime,251-253,251-253,251-253,,,,,,,
,AF23Policy regarding theuse of home working,240-242,240-242,240-242,,,,,,,
OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,OTHER DISCLOSURES: LABOUR/MANAGEMENT RELATIONS,,
,AF29 Percentage ofworkplaces where there isone or more independenttrade union(s),254-25744% of Inditex'sworkplaces have tradeunion representation.,254-25744% of Inditex'sworkplaces have tradeunion representation.,254-25744% of Inditex'sworkplaces have tradeunion representation.,,,,,,,
,"AF30 Percentage ofworkplaces where, in theabsence of a trade union, there are worker-management committees,broken down by country.",The Group does notparticipate in worker-management committeesin the absence of a tradeunion.,The Group does notparticipate in worker-management committeesin the absence of a tradeunion.,The Group does notparticipate in worker-management committeesin the absence of a tradeunion.,,,,,,,
OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,OTHER DISCLOSURES: WAGES AND HOURS,,
,AF25 Policy and practiceson wage deductions thatare not mandated by law,Inditex does not applywage deductions that arenot mandated by law.,Inditex does not applywage deductions that arenot mandated by law.,Inditex does not applywage deductions that arenot mandated by law.,,,,,,,
GRI Standard,Disclosure AF26 Policy on working,"Page number(s), URL and/or direct answer 254-257","Page number(s), URL and/or direct answer 254-257","Page number(s), URL and/or direct answer 254-257",Omissions,Omissions,Omissions,External Assurance,Global Compact principle,,
,"hours,including definition of overtime,and actions to prevent excessive and forced overtime","According to the Group's Code of Conduct and Responsible Practices, weekly working hours and overtime cannot exceed the limits stipulated in each country's labour legislation. Overtime is in all instances voluntary and remunerated as set down in applicable legislation.Elsewhere,the Inditex Group's Human Rights Policy sets down its zero tolerance stance towards forced or compulsory labour,as defined in ILO Convention 29.All of the foregoing applies to its own employees and its supply chain workers and any other natural and/or legal person related with Inditex.Moreover,the Code of Conduct sets down how the Group upholds and fosters compliance with human and labour rights, expressly committing to apply applicable regulations and best practices in the areas of employment terms and occupational health and safety,forbiddingall forms of violence,harassment and abuse in the workplace.","According to the Group's Code of Conduct and Responsible Practices, weekly working hours and overtime cannot exceed the limits stipulated in each country's labour legislation. Overtime is in all instances voluntary and remunerated as set down in applicable legislation.Elsewhere,the Inditex Group's Human Rights Policy sets down its zero tolerance stance towards forced or compulsory labour,as defined in ILO Convention 29.All of the foregoing applies to its own employees and its supply chain workers and any other natural and/or legal person related with Inditex.Moreover,the Code of Conduct sets down how the Group upholds and fosters compliance with human and labour rights, expressly committing to apply applicable regulations and best practices in the areas of employment terms and occupational health and safety,forbiddingall forms of violence,harassment and abuse in the workplace.","According to the Group's Code of Conduct and Responsible Practices, weekly working hours and overtime cannot exceed the limits stipulated in each country's labour legislation. Overtime is in all instances voluntary and remunerated as set down in applicable legislation.Elsewhere,the Inditex Group's Human Rights Policy sets down its zero tolerance stance towards forced or compulsory labour,as defined in ILO Convention 29.All of the foregoing applies to its own employees and its supply chain workers and any other natural and/or legal person related with Inditex.Moreover,the Code of Conduct sets down how the Group upholds and fosters compliance with human and labour rights, expressly committing to apply applicable regulations and best practices in the areas of employment terms and occupational health and safety,forbiddingall forms of violence,harassment and abuse in the workplace.",,,,,,,
GRI Disclosure Standard,GRI Disclosure Standard,"Page number(s), URL and/or direct answer",Omissions,External Assurance,Global Compact principle,Global Compact principle,Global Compact principle,Global Compact principle,Global Compact principle,Global Compact principle,Global Compact principle
HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS,HUMAN RIGHTS
GRI 103: MANAGEMENT APPROACH 2016 103-1 Explanation of the,GRI 103: MANAGEMENT APPROACH 2016 103-1 Explanation of the,"225-227,536-539",,,,,,,,,
,material topic and its Boundary 103-2 The management,"191-195,345-347","191-195,345-347","191-195,345-347",,,,,,,
,approach and its components 103-3 Evaluation of the,,,,,,,,,,
,managementapproach,"194,339","194,339","194,339",,,,,,,
GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016,GRI 408: CHILD LABOR 2016
,408-1 Operations and suppliers at significant risk for incidents of child labor,"336-340 The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of child labour, as stated in said Code.","336-340 The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of child labour, as stated in said Code.","336-340 The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of child labour, as stated in said Code.",,,,,Principle 5,,
GRI 409: FORCED OR COMPULSORY LABOR 2016 409-1 Operations and 336-340,GRI 409: FORCED OR COMPULSORY LABOR 2016 409-1 Operations and 336-340,GRI 409: FORCED OR COMPULSORY LABOR 2016 409-1 Operations and 336-340,,,,,,,,,
,suppliers at significant risk for incidents of forced or compulsory labor,"The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of forced labour, as stated in said Code.","The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of forced labour, as stated in said Code.","The programme for supervising compliance with Inditex's Code of Conduct for Manufacturers and Suppliers,which applies to all of the Group's operations and suppliers,assesses the level of compliance with prohibition of forced labour, as stated in said Code.",,,,,Principle 4,,
GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have,GRI 412: HUMAN RIGHTS ASSESSMENT 2016 412-1 Operations that have
,been subject to human rights reviews or impact assessments,"160-161,336-340,512- 514","160-161,336-340,512- 514","160-161,336-340,512- 514",,,,,Principles 1 and 2,,
