"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",years each,years each,Production from,also present is,also present is,also present is,also present is,"Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from",consumed in,consumed in,load out (nominal,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,Orebodies 31and 32 started,iron-rich detrital,iron-rich detrital,iron-rich detrital,iron-rich detrital,port operations,port operations,capacity 75 Mtpa),,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,Orebodies 31and 32 started,iron-rich detrital,iron-rich detrital,iron-rich detrital,iron-rich detrital,port operations,port operations,capacity 75 Mtpa),,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,Orebodies 31and 32 started,material,material,material,,,is supplied via,is supplied via,Orebody 25 Ore,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,in 2015 and 2017,,,,,,,,,processing plant,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,respectively,,,,,,Alinta,Alinta,(nominal capacity,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,respectively,,,,,,Alinta,Alinta,(nominal capacity,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,,,,,12 Mtpa),,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",Mining at,,,,,,,,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",Mining at,,,,,,12 Mtpa),,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,Orebody18,,,,,,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,ceased in 2020,,,,,,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",,,after depletion,,,,,,,,,,,,,,,,,
Yandijoint venture,,,,,,,,,,,,,,,,,,,,,,
"Pilbara region, Private road",BHP 85% BHP,BHP 85% BHP,Mining lease,Mining lease,Production,Open-cut,Open-cut,Open-cut,Open-cut,Power for all,Power for all,4 primary,,,,,,,,,,
WesternAustraliaOretransportedby Mt NewmanjV-owned rail,ITOCHU Mineralsand Energy of,ITOCHU Mineralsand Energy of,grantedpursuant,grantedpursuant,beganatthe,Channel Iron,Channel Iron,Channel Iron,Channel Iron,mineoperations,mineoperations,"crushers,3",,,,,,,,,,
WesternAustraliaOretransportedby Mt NewmanjV-owned rail,ITOCHU Mineralsand Energy of,ITOCHU Mineralsand Energy of,,to the Iron Ore,to the Iron Ore,Yandi mine in,,,12 Mtpa),Deposits are,Deposits are,Deposits are,Deposits are,in the Central,in the Central,ore handling,,,,,,
WesternAustraliaOretransportedby Mt NewmanjV-owned rail,Australia 8%,Australia 8%,(Marillana Creek),(Marillana Creek),1992,Cainozoic fluvial,Cainozoic fluvial,Cainozoic fluvial,Cainozoic fluvial,and Eastern,and Eastern,"plants, stockyard",,,,,,,,,,
to Port Hedland(316 km),Mitsui Iron OreCorporation 7%,Mitsui Iron OreCorporation 7%,AgreementAct 1991expires in2033with1,AgreementAct 1991expires in2033with1,CapacityofYandi,sediments,sediments,sediments,sediments,Pilbara is,Pilbara is,blending facility,,,,,,,,,,
to Port Hedland(316 km),Mitsui Iron OreCorporation 7%,Mitsui Iron OreCorporation 7%,AgreementAct 1991expires in2033with1,AgreementAct 1991expires in2033with1,hub expanded,hub expanded,hub expanded,hub expanded,hub expanded,supplied by,supplied by,and 2train load,,,,,,,,,,
,Mitsui Iron OreCorporation 7%,Mitsui Iron OreCorporation 7%,AgreementAct 1991expires in2033with1,AgreementAct 1991expires in2033with1,,between 1994,between 1994,between 1994,between 1994,between 1994,BHP's natural,BHP's natural,outs (nominal,,,,,,,,,
Yandi JV's,Mitsui Iron OreCorporation 7%,Mitsui Iron OreCorporation 7%,AgreementAct 1991expires in2033with1,AgreementAct 1991expires in2033with1,,between 1994,between 1994,between 1994,between 1994,between 1994,BHP's natural,BHP's natural,outs (nominal,,,,,,,,,
Yandi JV's,Mitsui Iron OreCorporation 7%,Mitsui Iron OreCorporation 7%,AgreementAct 1991expires in2033with1,AgreementAct 1991expires in2033with1,,and 2013,and 2013,and 2013,and 2013,and 2013,gasfiredYarnima,gasfiredYarnima,capacity80,,,,,,,,,
railway spur links,,,renewal right to,renewal right to,,,,,,power station,power station,Mtpa),,,,,,,,,,
Yandi hub to Mt,,,a further21years,a further21years,,,,,,Power,Power,,,,,,,,,,,
Newman JV mainline,,,to 2054,to 2054,,,,,,consumed in,consumed in,,,,,,,,,,,
Newman JV mainline,,,,,,,,,,port operations,port operations,,,,,,,,,,,
Newman JV mainline,,,,,,,,,,is supplied via,is supplied via,is supplied via,,,,,,,,,,
