-stage 2,143,93,343,825,,"1,404",(20),"1,384"
-stage3,,一,1,1,257,257,(23),234
-POCI,二,二,二,二,49,49,(10),39
At31Dec 2020,"367,685","12,678","10,409",825,306,"391,903",(141),"391,762"
,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,Gross carrying/notional amount,,
,Strong,Good,Satisfactory,Sub-standard,Credit,Total,Allowance for ECL,
,$m,$m,$m,$m,impaired $m,$m,$m,Net $m
Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at,Loans and advances to customers at
amortised cost,"524,889","258,402","228,485","20,007","13,692","1,045,475","(8,732)","1,036,743"
-stage 1,"523,092","242,631","181,056","4,804",1,"951,583","(1,297)","950,286"
-stage 2,"1,797","15,771","47,429","15,185",一,"80,182","(2,284)","77,898"
-stage 3,,,1,1,"13,378","13,378","(5,052)","8,326"
- POCI,1,1,1,18,314,332,（99),233
Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at,Loans and advances to banks at
amortised cost,"60,636","5,329","1,859","1,395",,"69,219",(16),"69,203"
-stage 1,"60,548","5,312","1,797",112,1,"67,769",(14),"67,755"
-stage 2,88,17,62,"1,283",1,"1,450",(2),"1,448"
-stage 3,一,1,一,1,1,1,1,1
-POCI Other financial assets measured at,1,1,一,1,1,1,一,二
amortised cost -stage 1,"537,253","54,505","22,766",503,152,"615,179",(118),"615,061"
,"536,942","54,058","21,921",279,1,"613,200",(38,"613,162"
-stage 2,311,447,845,224,1,"1,827",(38),"1,789"
-stage3 -POCI,,,,一,151 1,151 1,(42) 一,109 1
一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related,一 Loan and other credit-related
commitments,"369,424","146,988","77,499","5,338",780,"600,029",(329),"599,700"
-stage 1,"368,711","141,322","66,283","1,315",1,"577,631",(137),"577,494"
-stage 2,713,"5,666","11,216","4,023",一,"21,618",(133),"21,485"
-stage 3,1,1,1,1,771,771,(59),712
- POCI,1,1,1,1,9,9,1,9
Financial guarantees,"7,441","6,033","5,539","1,011",190,"20,214",（48),"20,166"
-stage 1,"7,400","5,746","4,200",338,一,"17,684",(16,"17,668"
-stage 2,41,287,"1,339",673,1,"2,340",(22),"2,318"
-stage 3,1,1,1,1,186,186,(10,176
- POCI,,,,,4,4,,4
"At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1","At 31Dec 2019 1,499,643 1"
Debt instruments at FVOCl,,,,,,,,
-stage 1,"333,072","10,941","6,902",一,1,"350,915",(39),"350,876"
-stage 2,86,25,320,544,,975,(127),848
-stage 3,,,,1,1,1,1,1
- POCI At 31 Dec 2019,,,,1,1,"1 351,891",1 (166),1
,"333,158","10,966","7,222",544,1,,,"351,725"
