7,These securities are ineligible for inclusion in the capital base of HSBC.,,,,,
,8These securities matured in 2020 and were redeemed.,,,,,
HSBC Holdings' subordinated liabilities,,,,,,
,,,,,2020,2019
,,,,,$m,$m
At amortised cost,,,,,,"18,361"
,,,,"17,916",,"5,616"
Designated at fair value (Note 24),,,,"6,040",,
HSBC Holdings' subordinated liabilities in issue,,,,,,
HSBC Holdings' subordinated liabilities in issue,Footnotes,First call,Maturity,2020,2019 $m,2019 $m
Tier2 securities issued by HSBC Holdings,Tier2 securities issued by HSBC Holdings,date,date,,$m,$m
Amounts owed to third parties,,23,Mar2024,"2,151","2,076","2,076"
"$2,000m 4.25% subordinated notes",,2,一 Aug 2025 一,"1,702","1,611","1,611"
"$1,500m $1,500m",4.25% subordinated notes,2,一,Nov2026,"1,736 1,626","1,736 1,626"
$488m,4.375% subordinated notes,1,一,May2032,541,541
$222m,7.625% subordinated notes,1,1,Nov2032,545 243 245,545 243 245
"$2,000m",7.35% subordinated notes,1,,May2036,"2,034 2,036","2,034 2,036"
"$2,500m",6.50% subordinated notes,1,二 1,Sep2037,"3,033 2,738","3,033 2,738"
"$1,500m",6.50% subordinated notes,1,,Jun 2038,,
"$1,500m",6.80% subordinated notes,,,"1,490","1,490","1,490"
,5.25% subordinated notes,2,Mar 2044,"2,092","1,886","1,886"
£650m,5.75% subordinated notes,2,1,Dec2027,"1,130","1,130"
£650m,6.75% subordinated notes,2,1,Sep2028,"1,059 884 855","1,059 884 855"
f750m,7.00% subordinated notes,2,Apr2038 1,"1,157","1,064","1,064"
£900m,6.00% subordinated notes,2,1,Mar2040,,
,,,,"1,483","1,294","1,294"
"€1,500m 3.0% subordinated notes",,2,Jun 2025,"1,916",,
"€1,000m 3.125% subordinated notes",,2,Jun 2028 一,,"1,736","1,736"
,,,,"1,472","1,321","1,321"
Amounts owed to HSBC undertakings,,,,"23,064","21,582","21,582"
$900m 10.176% subordinated step-up cumulative notes,,Jun2030,Jun 2040,,,
,,,,892,892,892
Other securities issued by HSBC Holdings,,,,892,892,892
Amounts owed to third parties,Amounts owed to third parties,,,,,
"$1,500m 5.625% contingent convertible securities",,4,,,,
,,,Nov2019,Jan 2020,"1,503","1,503"
At31Dec,At31Dec,,,"23,956","1 1,503 23,977","1 1,503 23,977"
