"Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))","Identification of Non-performing advances (NPA)and provisioning on advances:Total LoansandAdvances (Netof Provision)asat March31,201:13236CrorProvisionforNPAasatMarch31221:0,53Crores(Refer Schedule 9, Schedule 17(C)(2), Schedule 18(13))",,,,,,,,,,,,,Evaluation of itigations included in Contingent Liabilities,"As at March 31, 20201,292 Crores92 Crores","As at March 31, 20201,292 Crores92 Crores",,,,,,,
The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,The Bank is required to have Board approved policy as per IRAC,"collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.",,Significant management judgement is needed in determining whetheranobligation exists and whetheraprovision shouldbe recognised as,"Our Audit procedures with respect to this matter included:Testing the design and operating effectiveness of the Bank's keycontrols over the estimation, monitoring and disclosure of provisionsand contingent iabilities.Our substantive audit procedures included and were not limited tothe following:","Our Audit procedures with respect to this matter included:Testing the design and operating effectiveness of the Bank's keycontrols over the estimation, monitoring and disclosure of provisionsand contingent iabilities.Our substantive audit procedures included and were not limited tothe following:",,,,,,,
guidelines for NPA identification and provision.,guidelines for NPA identification and provision.,guidelines for NPA identification and provision.,guidelines for NPA identification and provision.,guidelines for NPA identification and provision.,,,,,,,"collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.",reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,,
The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,,,"collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.","collateral.Testing of Application controls include testing of automated controls,reports and system reconciliations.",reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,reports and system reconciliations.,,
The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,The Bank is also required to apply its judgement to determine the,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,eproce,eproce,eproce,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,,"at the reporting date,in accordance with the accounting criteria setunder Accounting Standard 29-Provisions,Contingent Liabiities",,,,,,
identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,identificationand provisionrequiredagainst NPAsbyapplyingquantitative as well as qualitative factors.The risk of identification,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,,,,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis of,,,,,,,,
,,,,,,,,,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,provisioning,provisioning,,,,,,,,,,,,,
,,,,,,,,,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,Evaluated the governance_process_and review controls overcalculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,provisioning,provisioning,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,,"under Accounting Standard 29-Provisions,Contingent Liabiitiesand Contingent Assets (AS29),orwhetheritneeds tobedisclosed","· Obtained an understanding of the Bank's process for determiningtax liabilities,tax provisions and contingent liabilities pertaining to","· Obtained an understanding of the Bank's process for determiningtax liabilities,tax provisions and contingent liabilities pertaining to",,,
of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,of NPAs is affected by factors like stress and liquidity concerns in,,,,,,,,asacontingent liability.Further_significant judgementsare also,,,,,,,,,,,,,,
certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,calculations of provision of non-performing advances，basis ofprovisioning in accordance with the Board approved policy.,,"involved in measuring such obligations,the most significant of which","· Obtained an understanding of the Bank's process for determiningtax liabilities,tax provisions and contingent liabilities pertaining to","· Obtained an understanding of the Bank's process for determiningtax liabilities,tax provisions and contingent liabilities pertaining to",legal matters and taxation matters;,legal matters and taxation matters;,
certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,certain sectors.,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,Selected the borrowers based on quantitative and qualitative riskfactors for their assessment of appropriate classificationas NPA,,"involved in measuring such obligations,the most significant of whichare:",· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,,,,,,,
"The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank",including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,,,· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,,,,,,,
"The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank","The provision on NPA is estimated based on ageing and classificationof NPAs，recovery estimates,nature of loan product, value ofsecurity and other qualitative factors and is subject to the minimumprovisioning norms specified by RBl and approved policy of the Bank",including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,including_computation of overdue ageing to assess its correctclasification and provision amount as per extant IRAC norms andthe Bank policy.Performed other substantive procedures included and not imited tothe following:· Selected samples of performing loans and assessed independentlyas to whether those should be classfied as NPA;·For samples selected reviewed the collateral valuation，financialstatements and other qualitative information;,,·Assessment of liability: Judgement is involved in the determination,· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,· Obtained list of cases /matters in respect of which litigations wereoutstanding as at reporting date;,,,,,,,
