"10.16 Philip Moris International Inc. Amended and Restated Automobile Policy, dated as of October 1,2019.*10.17 Philip Morris International Benefit Equalization Plan, amended and restated (incorporated by.reference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended March 31,2019).*","10.16 Philip Moris International Inc. Amended and Restated Automobile Policy, dated as of October 1,2019.*10.17 Philip Morris International Benefit Equalization Plan, amended and restated (incorporated by.reference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended March 31,2019).*","10.16 Philip Moris International Inc. Amended and Restated Automobile Policy, dated as of October 1,2019.*10.17 Philip Morris International Benefit Equalization Plan, amended and restated (incorporated by.reference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended March 31,2019).*","10.16 Philip Moris International Inc. Amended and Restated Automobile Policy, dated as of October 1,2019.*10.17 Philip Morris International Benefit Equalization Plan, amended and restated (incorporated by.reference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended March 31,2019).*",,,,,,,,
10.21,10.21,10.21,Form of Restated Employee Grantor Trust Enrollment Agreement (Executive Trust Arrangement),,,,,,,,
,,,(incorporated by reference to Exhibit 10.18 to the Registration Statement on Form 10 filed February,,,,,,,,
,,,"7, 2008).*",,,,,,,,
10.22,10.22,10.22,Form of Restated Employee Grantor Trust Enrollment Agreement (Secular Trust Arrangement),,,,,,,,
,,,(incorporated by reference to Exhibit 10.19 to the Registration Statement on Form 10 filed February,,,,,,,,
,,,"7, 2008). *",,,,,,,,
10.23,10.23,10.23,Philip Morris International Inc. 2017 Stock Compensation Plan for Non-Employee Directors (as,,,,,,,,
,,,"amended and restated as of January 1, 2018) (incorporated by reference to Exhibit 10.26 to the",,,,,,,,
,,,"Annual Report on Form 10-K for the year ended December 31, 2017).*",,,,,,,,
10.24,10.24,10.24,Philip Morris International Inc. 2008 Deferred Fee Plan for Non-Employee Directors.*,,,,,,,,
10.25,10.25,10.25,Supplemental Letter to the Employment Agreement (as amended) with André Calantzopoulos. The,,,,,,,,
,,,Employment Agreement was previously filed as Exhibit 10.22 to the Registration Statement on,,,,,,,,
,,,"Form 10 filed February 7, 2008 and is incorporated by reference to this Exhibit 10.25.*",,,,,,,,
10.26,10.26,10.26,Supplemental Letter to Employment Agreement with Marc S. Firestone (incorporated by reference,,,,,,,,
10.26,10.26,10.26,"to Exhibit 10.5 to the Quarterly Report on Form 10-Q for the quarter ended March 31, 2017). The",,,,,,,,
,,,Employment Agreement was previously filed as Exhibit 10.1 to the Quarterly Report on Form 10-Q,,,,,,,,
,,,"for the quarter ended March 31, 2013 and is incorporated by reference to this Exhibit 10.26.*",,,,,,,,
10.27,10.27,10.27,"Employment Agreement with Martin G. King, effective June 1, 2020 (incorporated by reference to",,,,,,,,
,,,"Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30, 2020).*",,,,,,,,
10.28,10.28,10.28,"Early Retirement Agreement and Release with Marc S. Firestone, effective November 3, 2020.*",,,,,,,,
10.29,10.29,10.29,Supplemental Letter to the Employment Agreement (as amended) with Jacek Olczak (incorporated,,,,,,,,
,,,"by reference to Exhibit 10.1 to the Quarterly Report on Form 10-Q for the quarter ended June 30,",,,,,,,,
,,,2019. The Employment Agreement was previously filed as Exhibit 10.4 to the Quarterly Report on,,,,,,,,
,,,"Form 10-Q for the quarter ended June 30, 2012,and is incorporated by reference to this Exhibit",,,,,,,,
,,,10.29.*,,,,,,,,
10.30,10.30,10.30,Supplemental Letter to the Employment Agreement (as amended) with Miroslaw Zielinski(incorporated by reference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter,,,,,,,,
,,,"ended June 30, 2019). The Employment Agreement was previously filed as Exhibit 10.2 to the",,,,,,,,
,,,"Quarterly Report on Form 10-Q for the quarter ended March 31, 2013 and is incorporated by reference to this Exhibit 10.30 *",,,,,,,,
,,,"Quarterly Report on Form 10-Q for the quarter ended March 31, 2013 and is incorporated by reference to this Exhibit 10.30 *",,,,,,,,
10.31,10.31,10.31,"Early Retirement and Release Agreement with Miroslaw Zielinski, effective April 30, 2020",,,,,,,,
10.31,10.31,10.31,"(incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filed May 1,2020).*",,,,,,,,
10.32,10.32,10.32,"Employment Agreement with Emmanuel Babeau, effective as of May 1, 2020 (incorporated byreference to Exhibit 10.1 to the Current Report on Form 8-K filed March 2, 2020).*",,,,,,,,
10.33,10.33,10.33,"Restricted Stock Unit Agreement (Vesting in Installments), between Philip Morris International Inc.",,,,,,,,
10.33,10.33,10.33,"and Emmanuel Babeau, effective as of May 1, 2020.*",,,,,,,,
10.34,10.34,10.34,"Restricted Stock Unit Agreement, between Philip Morris International Inc. and Emmanuel Babeau，effective as of May 1, 2020.*",,,,,,,,
10.35,10.35,10.35,"Performance Stock Unit Agreement, between Philip Morris International Inc. and EmmanuelBabeau, effective as of May 1, 2020.*",,,,,,,,
,,,"Performance Stock Unit Agreement, between Philip Morris International Inc. and EmmanuelBabeau, effective as of May 1, 2020.*",,,,,,,,
10.36,10.36,10.36,Agreement with Louis C. Camilleri (incorporated by reference to Exhibit 10.25 to the Registration,,,,,,,,
,,,"Statement on Form 10 filed February 7,2008).*",,,,,,,,
,,,"Statement on Form 10 filed February 7,2008).*",,,,,,,,
10.37,10.37,"Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*","Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*","Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*","Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*","Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*","Amended and Restated Supplemental Management Employees' Retirement Plan (incorporated byreference to Exhibit 10.27 to the Annual Report on Form 10-K for the year ended December 31,2008). * Supplemental Equalization Plan, amended and restated as of June 29, 2015 (incorporated byreference to Exhibit 10.2 to the Quarterly Report on Form 10-Q for the quarter ended June 30,2015).* Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement (SecularTrust) (incorporated by reference to Exhibit 10.31 to the Annual Report on Form 10-K for the yearended December 31, 2008).*Form of Supplemental Equalization Plan Employee Grantor Trust Enrollment Agreement(Executive Trust) (incorporated by reference to Exhibit 10.32 to the Annual Report on Form 10-Kfor the year ended December 31, 2008).Philip Morris International Inc. Form of Indemnification Agreement with Directors and ExecutiveOfficers (incorporated by reference to Exhibit 10.1 to the Current Report on Form 8-K filedSeptember 18, 2009).*Philip Morris International Inc. Tax Return Preparation Services Policy (incorporated by referenceto Exhibit 10.51 to the Annual Report on Form 10-K for the year ended December 31, 2014).*Form of Restricted Stock Unit Agreement (2018 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 13,2018).Form of Performance Share Unit Agreement (2018 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 13, 2018).*Form of Restricted Stock Unit Agreement (2019 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 12, 2019).*Form of Performance Share Unit Agreement (2019 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 12, 2019).*Form of Restricted Stock Unit Agreement (2020 Grants) (incorporated by reference to Exhibit 10.1to the Current Report on Form 8-K filed February 11, 2020).*Form of Performance Share Unit Agreement (2020 Grants) (incorporated by reference to Exhibit10.2 to the Current Report on Form 8-K filed February 11, 2020).*",,,,
