Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,,,,,,,,,,,,,,,,,,,,,,,
Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,,,,,,,,,,,,,,,,,,,,,,,
Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,Other comprehensive loss.,,,,,,,,,"(275) (1,242)","(275) (1,242)",,"(1,517)",,,,,,,,,,,
"Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and","Issuances of common stock,and",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,10,10,10,10,10,10,814620,,,,,814,,,,,,,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,10,10,10,10,10,10,814620,,,,,814,,,,,,,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,10,10,10,10,10,10,814620,,,,,620,,,,,,,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,(19),(19),(19),(19),(19),(19),"(2,974)","(1,526)",,,,"(4,500)",,,,,,,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,(19),(19),(19),(19),(19),(19),sholling interest,sholling interest,sholling interest,sholling interest,,,,,,,,,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,(19),(19),(19),(19),(19),(19),sholling interest,sholling interest,sholling interest,sholling interest,,,"(3,320)",,,,"(3,320)",,,,,,
related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,related tax effectsShare-based compensation..Common share repurchasesCash dividends paid on commonshares ($3.45 per share)Redeemable noncontrolling interest,,,,,,,sholling interest,sholling interest,sholling interest,sholling interest,,,"(3,320)",,,,,,,,,,
"fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018","fair value and other adjustments.Acquisition and other adjustments ofnonredeemable noncontrolinginterests....Distributions to nonredeemablenoncontrolling interestBalance at December 31,2018",,,,,,,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,fair value and other adjustments.Acquisition and other adjustments of,(163),,,,521,,,,,
