,,(10-24) -,(10-24) -,(10-24) -,"The Procter & Gamble 2014 Stock and Incentive Compensation Plan, which was originally adopted by shareholders at",,,,,,,,,,
,,,,,"the annual meting on October 14,2014 (Incorporated by reference to Exhibit (10-25)of the Company's Annual Report",,,,,,,,,,
,,,,,on Form 10-K for the vear ended June 30.2016).Regulations of the Compensation and Leadership Development Commitee for The Procter & Gamble 2019 Stock and,,,,,,,,,,
,,(10-25) -,(10-25) -,(10-25) -,on Form 10-K for the vear ended June 30.2016).Regulations of the Compensation and Leadership Development Commitee for The Procter & Gamble 2019 Stock and,,,,,,,,,,
,,,,,Incentive Compensation Plan and The Procter & Gamble 2014 Stock and Incentive Compensation Plan (Incorporated,,,,,,,,,,
,,,,,bv reference to Exhibit (10-1) of the Companv's Form 10-O for the quarter ended December 31. 2019).The Procter & Gamble 2014 Stock and Incentive Compensation Plan - Additional terms and conditions (Incorporated,,,,,,,,,,
,,(10-26) -,(10-26) -,(10-26) -,bv reference to Exhibit (10-1) of the Companv's Form 10-O for the quarter ended December 31. 2019).The Procter & Gamble 2014 Stock and Incentive Compensation Plan - Additional terms and conditions (Incorporated,,,,,,,,,,
,,,,,"by reference to Exhibit (10-26)of the Company's Annual Report on Form 10-K for the year ended June 30, 2017).",,,,,,,,,,
,,(10-27),(10-27),(10-27),"The Procter & Gamble 2019 Stock and Incentive Compensation Plan, which was originally adopted by shareholders at",,,,,,,,,,
,,,,,"the annual meting on October 8,2019 (Incorporated by reference to Exhibit (10-1) of the Company's Current Report",,,,,,,,,,
,,,,,on Form 8-K filed October 11. 2019).The Procter & Gamble 2019 Stock and Incentive Compensation Plan - Additional terms and conditions (Incorporated,,,,,,,,,,
,,(10-28),(10-28),(10-28),on Form 8-K filed October 11. 2019).The Procter & Gamble 2019 Stock and Incentive Compensation Plan - Additional terms and conditions (Incorporated,,,,,,,,,,
,,,,,"by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).",,,,,,,,,,
Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),,,,,,,,,,,
Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),"by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)",,,,,
Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),Exhibit (21)-Exhibit (23),"by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)",Exhibit (23),Exhibit (23),Exhibit (23),(23),(23)
Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),"by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)",,,,,
Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),Exhibit (31)Exhibit (32)Exhibit (99-1),"by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)","by reference to Exhibit (10-28)of the Company's Annual Report on Form 10-K for the year ended June 30, 2021).Exhibit (21)- Subsidiaries of the Registrant. +Exhibit (23) Consent of Independent Registered Public Accounting Firm. +Exhibit (31) Rule 13a-14(a)/15d-14(a) Certifications. +Exhibit (32) Section 1350 Certifications. +Exhibit (99-1) Summary of Directors and Officers Insurance Program. +101.INS (1) Inline XBRL Instance Document101.SCH (1) Inline XBRL Taxonomy Extension Schema Document101.CAL (1) Inline XBRL Taxonomy Extension Calculation Linkbase Document101.DEF (1) Inline XBRL Taxonomy Definition Linkbase Document101.LAB (1) Inline XBRL Taxonomy Extension Label Linkbase Document101.PRE (1) Inline XBRL Taxonomy Extension Presentation Linkbase Document104 Cover Page Interactive Data File (formatted in Inline XBRL and contained in Exhibit 101)",,,,,
