Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
Brazil,AdministrativeResolution,"Resolucao Conjunta No.1, de 9 de Agosto de 2017",https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,https://perma.cc/9XXF-RJDR,
Brazil,AdministrativeResolution,"Resolucao CONANDA No. 232, de 28 de Dezembro de 2022",https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,https://perma.cc/S76Y-4PEC,
Brazil,Ministerial Ordinance,"MJSP Portaria No.197, de 6 de Margo de 2019",https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,https://perma.cc/KFE3-U5U9,
Canada,Treaty,"Final Text of the Safe Third Country Agreement, Immigration Refugees andCitizenship Canada",https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,https://perma.cc/4LXD-KCV7,
Canada,NationalLegislation,"Immigration and Refugee Protection Act, S.C. 2001, c. 27.",https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,https://perma.cc/KQ9N-XC8C,
Canada,Regulation,"Immigration and Refugee Protection Regulations, SOR/2002-227.",https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,https://perma.cc/UB4A-HSZN,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
,Policy,Canada Border Services Agency， National Directive for the Detention orHousing of Minors,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,https://perma.cc/L2X7-N29K,
,AdministrativeGuidance,"Immigration and Refugee Board, Chairperson Guideline 3: Child RefugeeClaimants: Procedural and Evidentiary Issues",https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,https://perma.cc/95FA-KBH3,
,Case Law,"Kanthasamy v. Canada (Citizenship and Immigration), [2015] 3 SCR 909",https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,https://perma.cc/48C9-CQ8E,
Chile,NationalLegislation,"Ley No. 20.430, Establece Disposiciones sobre Proteccion de Refugiados",https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,https://perma.cc/4785-XMBS,
Chile,NationalLegislation,"Ley No. 21.325, de Migracion y Extranjeria",https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,https://perma.cc/SY5X-2LYM,
Chile,Regulation,"Corte Suprema, Protocolo para la protección de ninos, ninas y adolescentes no acompanados y separados en el contexto de la migraci6n y/o en necesidadde proteccion internacional",https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,https://perma.cc/2NNC-ESGA,
Chile,Regulation,"Corte Suprema, Acta 37-2014",https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,https://perma.cc/A6M3-PAYK,
EuropeanUnion,Treaty,"Consolidated Version ofthe Treaty on the Functioning of the European Union(TFEU),2016 O.J. (C 202) 47",https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,https://perma.cc/46HD-WF4G,
EuropeanUnion,Treaty,"Charter of Fundamental Rights of the European Union (EU Charter),2012 O.J.(C 326) 391",https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,https://perma.cc/LC3B-5S8L,
EuropeanUnion,Treaty,"Consolidated Version of the Treaty on European Union (TEU), 2016 O.J. (C202) 13,",https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,https://perma.cc/5WLT-6XCP,
EuropeanUnion,Legislative Act,"Asylum Procedures Directive, 2013 O.J. (L 180) 60",https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,https://perma.cc/WS3W-6885,
EuropeanUnion,Legislative Act,"Consolidated Version of Council Decision (EU) 2015/1601, 2015 O.J. (L 248)80",https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,https://perma.cc/842M-7LQF,
EuropeanUnion,Legislative Act,"Consolidated Version of Dublin II Regulation, 2013 O.J. (L 180) 31",https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,https://perma.cc/93EW-G63Q,
EuropeanUnion,Legislative Act,"Council Decision (EU) 2015/1523, 215 O.J. (L 239) 146",https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,https://perma.cc/XV79-5HZU,
EuropeanUnion,Legislative Act,"Family Reunification Directive, 2003 O.J. (L 251) 12",https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,https://perma.cc/LV8D-RKVP,
EuropeanUnion,Legislative Act,"Qualification Directive, 2011 O.J. (L 337) 9",https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,https://perma.cc/D856-XTHB,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
,,"Reception Conditions Directive, 2013 O.J. (L 180) 96",https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,https://perma.cc/5TQY-TCAE,
,,"Return Directive, 2008 O.J. (L 348) 98",https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,https://perma.cc/S2X5-42TQ,
,,"Temporary Protection Directive, 2001 O.J. (L 212) 12",https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,https://perma.cc/MCB2-AAAW,
,Non-LegislativeAct,"Council Implementing Decision (EU) 2022/382, 2022 O.J. (L 71) 1",https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,https://perma.cc/JQN5-5QWQ,
Finland,NationalLegislation,Ulkomaalaislaki (Alien Act) (2004/301),https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,https://perma.cc/52UQ-C4E8,
Finland,NationalLegislation,Laki kansainvälistä suojelua hakevan vastaanotosta sekä ihmiskaupan uhrin tunnistamisesta ja auttamisesta (Act on the Reception of Persons SeekingInternational Protection and Identification of and Assistance to Victims ofHuman Trafficking) (2011/746),https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,https://perma.cc/J44K-R86F,
Finland,NationalLegislation,Laki kotoutumisen edistämisesta (Act on Promotion of Integration)(2010/386),https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,https://perma.cc/LRN9-CZWA,
France,Constitution,Constitution of the Fourth Republic,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,https://perma.cc/L95D-MVXN,
France,Constitution,Constitution of the Fifth Republic,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,https://perma.cc/J27G-LRBR,
France,NationalLegislation,Code civil,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,https://perma.cc/CK7R-YFWP,
France,NationalLegislation,Code de I'entrée et du séjour des étrangers et du droit d'asile,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,https://perma.cc/WGU8-XXX9,
France,NationalLegislation,Code de I'action sociale et des familles,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,https://perma.cc/PPE8-JMUG,
France,NationalLegislation,Code de la santé publique,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,https://perma.cc/WRH2-3MPS,
France,NationalLegislation,Loi n° 52-893 du 25 juillet 1952 relative au droit d'asile,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,https://perma.cc/8SM3-YW9W,
France,NationalLegislation,Loi n° 2016-297 relative a la protection de 'enfant,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,https://perma.cc/9V8Z-62ND,
France,Regulation,Arrete du 17 novembre 2016 pris en application du décret n° 2016-840 du 24 juin 2016 relatif aux modaliteés de Y'évaluation des mineurs privés temporairement ou definitivement de la protection de leur famille,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,https://perma.cc/U8XM-3JA6,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
,AdministrativeGuidance,"Ministere de Y'education nationale et de lajeunesse, Circulaire n° 2012-141 sur Yorganisation de la scolarite des éleves allophones nouvellement arrives",https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,https://perma.cc/5VGX-KU8G,
,AdministrativeGuidance,"Ministere du travail, de I'emploi et de la sante, Circulaire ministerielle nDSS/2A/2011/351",https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,https://perma.cc/E5KH-QNPA,
,Case Law,"Conseil d'Etat, Decision n° 407355",https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,https://perma.cc/B54C-7TCP,
Germany,Constitution,Grundgesetz [GG]，May 23，1949，Bundesgesetzblatt [BGBl.] I at 1，asamended,"https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)","https://perma.cc/BP2A-UPMB(original),https://perma.cc/M6RV-QRHV(English translation, updatedthrough June 28, 2022)",
Germany,Treaty,"European Convention on Human Rights [ECHR], Nov. 4, 1950, 213 U.N.T.S.221",https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,https://perma.cc/8HJN-RVC4,
Germany,NationalLegislation,"Asylbewerberleistungsgesetz [AsylbLG], Aug. 5, 1997， Bundesgesetzblatt[BGBl.] I at 2022, as amended",https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,https://perma.cc/N557-74J5,
Germany,,"Asylgesetz [AsylG], Sept. 2, 2008, Bundesgesetzblatt [BGBl.] I at 1798,as amended","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)","https://perma.cc/NMZ2-AV8Z(original),https://perma.cc/47U5-NB87(English translation,updatedthrough Mar.1, 2016)",
Germany,,"Aufenthaltsgesetz [AufenthG], Feb. 25,2008, Bundesgesetzblatt [BGBl.] I at162, as amended","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)","https://perma.cc/2W8D-LTAF(original),https://perma.cc/NX2X-WFDB(English translation,updatedthrough Feb.17, 2020)",
Germany,,"Birgerliches Gesetzbuch [BGB], Jan. 2, 2002, Bundesgesetzblatt [BGBl.] I at42, 2909; corrected in BGBl. 2003 I at 738, as amended",https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,https://perma.cc/UMW2-3AZR,
Germany,,"Sozialgesetzbuch (SGB) - Achtes Buch (VIII) - Kinder- und Jugendhilfe [SGB|18], Sept. 11, 2012, Bundesgesetzblatt [BGBl.] I at 2022,as amended",https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,https://perma.cc/PG5T-5QR7,
Jurisdiction,Sources,Citation,Web link,Web link,Web link,Web link,Web link,Web link,Web link,Web link,
,,"Schulgesetz fur Baden-Württemberg [SchG], Aug. 1, 1983, Gesetzblatt fuir Baden-Wiürttemberg [GBl.] 1983,at 397,as amended",https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,https://perma.cc/Z6EK-QF33,
,,"Schulgesetz fir das Land Berlin [Schulgesetz, SchulG], Jan. 26, 2004, Gesetz- und Verordnungsblatt Berlin [GVBl.] 2004, at 26, as amended",https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,https://perma.cc/H8WT-KLLS,
,,"Schulgesetz fur das Land Nordrhein-Westfalen [Schulgesetz NRW, SchulG],Feb.15,2005,Gesetz- und Verordnungsblatt Nordrhein-Westfalen [GV.NRW.] at 102, as amended",https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,https://perma.cc/5PD9-37R3,
,Regulation,"Anordnung des Bundesministeriums des Innern und fur Heimat fir dasResettlement-Verfahren 2023 gemäls S 23 Abs. 4 des Aufenthaltsgesetzes(AufenthG) zur Aufnahme besondersschutzbediirftiger Fluchtlingeunterschiedlicher Staatsangehörigkeit oder staatenloser Flichtlinge ausAgypten, Jordanien, Kenia, Libanon, Libyen, und Pakistan sowie bis zu 50besonders schutzbedurftiger Fluchtlinge aus weiteren Staaten, Feb.15, 2023",https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,https://perma.cc/P2BJ-S3KV,
