Sr.,Category of shareholders,"No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020","No. of sharesheldat the beginning of the yearApril1,2O19No.ofsharesheldattheendof the yearMarch 31,2020",%
Sr.,Category of shareholders,Demat,Physical,Total,% of totalShares,Demat,Physical,Total,%of totalShares,Changeduringthe year
i,Individual shareholders holding nominal share capital inexcess of 1lakh,"20,132,741",,"20,132,741",0.5,"12,091.576",-,"12,091.576",0.3,(0.2)
（c）,Qualified Foreign Investor,,,,-,,,-,,-
(d）,Any Other,,,,,,,,,
i,Trusts,"9,879,420",,"9,879,420",0.3,"11,230,590",,"11,230.590",0.3,
i,Foreign Companies,56,,56,-,56,,56,-,1
i,Clearing Members/Clearing House,"3,842,202",,"3,842,202",0.1,"7,107,736",-,"7,107,736",0.2,0.1
iv,Alternative Investment Fund,"1663,495",,"1,663,495",0.1,"1,820,360",,"1,820,360",0.1,
V,IEPF Suspense A/c,"248,790",,"248,790",-,"301,900",-,"301,900",-,-
Sub-total (B) (2),Sub-total (B) (2),"162,270,282","1,449,235","163,719,517",4.4,"156,049,857","1,261,345","157,311,202",4.2,(0.2)
Tota,Total Public Shareholding（B)= (B)(1)+(B)(2),"1,047,384,911","1,457,795","1,048,842,706",28.0,"1,047,572,901","1,269,805","1,048,842,706",28.0,-
TOTAL (A)+(B),TOTAL (A)+(B),"3,750,926,911","1,457,795","3,752,384,706",100.0,"3,751,114,901","1,269,805","3,752,384,706",100.0,
(C）,Shares held by Custodians and against which DepositoryReceipts have been issued,,,,,,,,,
GRAND TOTAL(A)+(B)+(C),GRAND TOTAL(A)+(B)+(C),"3,750,926,911","1,457,795","3,752,384,706",100.0,"3,751,14,9016905",1.269.805,"3,752,384,706",100.0,：
